attributnamn	value	Definition
provberedning_tx	SPE_ANJONBYTE	Fast fas-extraktion (SPE: solid phase extraction) med anjonbyteskolonn
provberedning_tx	SPE_ENVICARB	Fast fas-extraktion (SPE) med Envicarb
provberedning_tx	SPE_ETACMeOH	Fast fas-extraktion (SPE) med metanol/etylacetat
provberedning_tx	SPE_NH2	Fast fas-extraktion med NH2-SPE-kolonn
provberedning_tx	SPE_OASISWAX	Fast fas-extraktion med Oasis WAX-kassetter
provberedning_tx	SS-EN13805-2009	Uppslutning i mikrovågsugn enligt SS-EN 13805-2009
provberedning_tx	SS_EN_13346	SS-EN 13346 - Vid analys av metaller: provet är uppslutet med kungsvatten (återloppskokning)
provberedning_tx	SS_EN_13346_modifierad	SS-EN 13346 (modifierad) Karaktärisering av slam - Bestämning av spårelement och fosfor - Metoder för kungsvattenextraktion
provberedning_tx	SS_EN_13656_2003	SS-EN 13656:2003 Karaktärisering av avfall - Uppslutning i mikrovågsugn med fluorvätesyra (HF), salpetersyra (HNO3) och saltsyra (HCl) för elementaranalys (totaluppslutning av fast avfall för elementaranalys)
provberedning_tx	SS_EN_13656_2020	SS-EN 13656:2020 Mark, slam, avfall och behandlat bioavfall -Uppslutning med saltsyra (HCI), salpetersyra (HNO3) och tetrafluorborsyra (HBF4) eller fluorvätesyra (HF) för elementaranalys (totaluppslutning av fast avfall för elementaranalys)
provberedning_tx	SS_EN_13805_2014	SS-EN 13805:2014 Foodstuffs - Determination of trace elements - Pressure digestion. The sample is homogenised  and digested with nitric acid (sometimes with addition of other acids) at high temperatures and pressure in a closed vessel. Using pressure digestion apparatus with conventional, microwave-assisted or autoclave micro-wave-assisted heating with teflon or quartz vessels
provberedning_tx	SS_EN_13805_2014_modifierad	SS-EN 13805:2014 (modifierad) Foodstuffs - Determination of trace elements - Pressure digestion. Wet samples were dissolved and digested with 37 % (concentrated) nitric acid (HNO3):30 % hydrogen peroxide (H2O2) 10:1 at high temperatures and pressure in a closed teflon vessel using pressure digestion apparatus with microwave-assisted heating
provberedning_tx	SS_EN_16173_2012	SS-EN 16173:2012 Slam, behandlat bioavfall och mark - Uppslutning av salpetersyralösliga fraktioner av grundämnen
provberedning_tx	SS_EN_16174_2012	SS-EN 16174:2012 Slam, behandlat bioavfall och mark - Uppslutning av kungsvattenlösliga fraktioner av grundämnen
provberedning_tx	SS_EN_16179_2012_modifierad	"SS-EN 16179:2012 (modifierad) Slam, behandlat bioavfall och mark - Vägledning för förbehandling av prover, bl.a. genom krossning och malning. ""This European Standard specifies the pretreatment required for sludge, treated biowaste and soil (including soil-like materials), that are subject to the analysis of organic as well as inorganic chemical and physico-chemical parameters.The pretreatment of samples aims at preparing a (small) test sample which is representative for the original sample.This European Standard describes the pretreatment which could be performed under field conditions if necessary (see Clause 8) and the sample pretreatment under laboratory conditions (Clause 10).For determining inorganic chemical and physico-chemical parameters this European Standard describes procedures (see 10.2) to prepare:- test samples for tests under field moist conditions;- test samples for testing after drying, crushing, grinding, sieving etc.;- test samples of liquid sludge.For determination of organic compounds three pretreatment methods are specified:- a pretreatment method if volatile organic compounds are to be measured (see 10.3.2);- a pretreatment method if moderately volatile to non-volatile organic compounds are to be measured and the result of the following analysis will be accurate and reproducible (see 10.3.3);- a pretreatment method if moderately volatile to non-volatile organic compounds are to be measured and the extraction procedure prescribes a field moist sample or if only indicative results are required (see 10.3.4).The choice of the method depends above all on the volatility of the analyte. It also depends on the particle size distribution of the material (see Clause 5 and 8.3), the heterogeneity of the sample and the following analytical procedure."""
provberedning_tx	SS_EN_ISO_16720-2007	SS-EN ISO 16720:2007 - Förbehandling av prover genom frystorkning för efterföljande analys
provberedning_tx	SS_EN_ISO_54321_2021	SS-EN ISO 54321:2021 Mark, behandlat bioavfall, slam och avfall - Uppslutning av kungsvattenlösliga fraktioner av grundämnen (ISO 54321:2020)
provberedning_tx	SS_EN_ISO_54321_2021_modifierad	SS-EN ISO 54321:2021 (modifierad) Mark, behandlat bioavfall, slam och avfall - Uppslutning av kungsvattenlösliga fraktioner av grundämnen (ISO 54321:2020)
provberedning_tx	SURGORNING_METALLANALYS	Surgörning/konservering av vattenprover med salpetersyra (HNO3) vid metallanalys enligt analysmetod SS028150-2
provberedning_tx	SUR_EXTRAKTION	Sur extraktion
provberedning_tx	SUR_NACL	Surgjord natriumklorid
provberedning_tx	SVAVEL	Renas med svavel
provberedning_tx	TEBOR	Derivatisering med natriumtetraetylborat
provberedning_tx	THF	Extraktion med tetrahydrofuran
provberedning_tx	TITRERING	Syra-bastitrering
provberedning_tx	TMAH	Tetrametylammoniumhydroxid
provberedning_tx	TOLUEN	Extraktion med toluen
provberedning_tx	TORK102	Torkat 102 grader Celsius
provberedning_tx	TORK105	Torkat 105 grader Celsius
provberedning_tx	TORK40	Torkat 40 grader Celsius
provberedning_tx	TORK450	Torkat 450 grader Celsius
provberedning_tx	TORK50	Torkat 50 grader Celsius
provberedning_tx	TORK550	Torkat vid 550 grader Celcius i 2 h
provberedning_tx	TORK_Na2SO4	Torkning med natriumsulfat (NA2SO4)
provberedning_tx	TS_KORR	Torrsubstans-korrigering av elementhalter
provberedning_tx	ULTRALJUD	Ultraljudsbehandling
provberedning_tx	ULTRAL_ACHEX	Ultraljudsbad, extraktion med aceton/hexan
provberedning_tx	ULTRAL_AC_PENT_DIET	Extraktion i ultraljudsbad (ultraljudsvågor) extraherar 2 ggr med aceton och 2 ggr med en blandning av pentan/dietyleter. Lösningsmedlen kombineras och vätske-vätske extraheras sedan med vatten och pentan därefter vidare rening såsom hydrolys och Si-gel-fraktionering
provberedning_tx	ULTRAL_DCM	Ultraljudsbad, extraktion med diklormetan
provberedning_tx	ULTRAL_KOH_NHEX	Ultraljudsbad med KOH/n-hexan
provberedning_tx	ULTRAL_MeOH	Ultraljudsbad, extraktion med metanol
provberedning_tx	UPPHETTN_1350	Upphettning till 1350 grader Celsius
provberedning_tx	UPPHETTN_375	Upphettning till 375 grader Celsius
provberedning_tx	UPPHETTN_550	Upphettning till 550 grader Celsius
provberedning_tx	VARMEBLOCK	"Uppvärmig i värmebock (""hotblock"")"
provberedning_tx	VATUPPSLUT	Våtuppslutning (wet digestion) genom upphettning i närvaro av en stark syra och ett oxidationsmedel
provberedning_tx	pH	pH-justering
provberedning_tx	pH10	pH-justering till 10
provberedning_tx	pH2	pH-justering till 2,0
provberedning_tx	pH2,5_MeOH_FILTR_0,2	pH-justering till cirka 2,5, tillsats av MeOH, filtrering med 0,2 µm filter
provberedning_tx	pH5_MeOH_FILTR_0,2	pH-justering till cirka 5,0, tillsats av MeOH, filtrering med 0,2 µm filter
provberedning_tx	pH_OVER_10	pH >10
provberedning_tx	tBUTYL_MeETER	Extraktion med tert-butyl/metyleter
provberedning_tx	SGS_MET_0220	SGS provberedningsmetod SGS-MET-0220 - 0,5 g plockad och torkad vattenmossa uppsluts i 5 ml HNO3 och 2 ml H2O2. Uppslutningen sker i mikrovågsugn vid 170 °C i tio minuter. Efter uppslutning späds provet till 25 ml med ultrarent vatten
provkarl_tx	EJ_REL	Ej relevant, information ej av betydelse för parametern
provkarl_tx	GLAS	Glasbehållare
provkarl_tx	GLASMETALL	Glasbehållare med metallock
provkarl_tx	METALL	Metallbehållare
provkarl_tx	PLAST	Plastbehållare
provkarl_tx	SAKNAS	Saknas, information ej tillgänglig
analysmetod_tx	3500_Cr_B_Colorimetric_Method	3500-Cr B. Colorimetric Method. Standard Methods for the Examination of Water and Wastewater - This procedure measures only hexavalent chromium, (Cr6+). For total chromium determination, acid-digest the sample and follow with a suitable instrumental analysis technique. The hexavalent chromium is determined colorimetrically by reaction with diphenylcarbazide in acid solution. A red-violet colored complex of unknown composition is produced. The reaction is very sensitive
analysmetod_tx	3500_Cr_B_Colorimetric_Method_2012	3500-Cr B. Colorimetric Method-2012 Standard Methods for the Examination of Water and Wastewater - This procedure measures only hexavalent chromium, (Cr6+). For total chromium determination, acid-digest the sample and follow with a suitable instrumental analysis technique. The hexavalent chromium is determined colorimetrically by reaction with diphenylcarbazide in acid solution. A red-violet colored complex of unknown composition is produced. The reaction is very sensitive
analysmetod_tx	4_NP_EKV	4-NP-ekvivalenter: Summan av 4-NP med (4-NP faktor 1) + (4-NP-E01 faktor 0,83) + (4-NP-E02 faktor 0,71)
analysmetod_tx	64_LFGB_L_00_00_115_2018_10_modifierad	"§ 64 LFGB L 00.00-115:2018-10 (modifierad) (also: ASU L 00.00-115) Examination of foodstuffs - Determination of pesticide residues inplant-based foodstuffs - GC/MS and/or LC-MS/MS afteracetonitrile extraction/distribution and cleanup by dispersive SPE(QuEChERS) (Neufassung der Methode L 00.00-115 durch die Arbeitsgruppe ""Pestizide"" nach § 64 LFGB)"
analysmetod_tx	64_LFGB_L_00_00_34_2010_09	§ 64 LFGB L 00.00-34: 2010-09 Examination of food - Modular multimethod for determination of pesticide residues in foodstuff.(Modulare Multimethode zur Bestimmung vonPflanzenschutzmittelrückständen in Lebensmitteln(Erweiterte Neufassung der DFG-Methode S 19))
analysmetod_tx	64_LFGB_L_06_00_3_modifierad	§64 LFGB L 06.00-3 (modifierad) Determination of the mass of dry matter in meat and meat products - Gravimetric method - Reference method. (Untersuchung von Lebensmitteln - Bestimmung der Trockenmasse in Fleisch und Fleischerzeugnissen)
analysmetod_tx	64_LFGB_L_10_00_9	"§64 LFGB L 10.00-9 Examination of food - Gas chromatographic determination of organotin compounds in fish and mussels (determination of mono, di, tri and tetrabutyltin, mono and dioctyltin, tricyclic hexyltin, mono, di and triphenyltin using GC-FPD in biota).Short method description:-	Digestion with Tetramethylammonium hydroxide (TMAH)-	Derivatisation with Natriumtetraethylborat (TEBOR)-	Extraction with Hexane-	Clean up-	Measurement with GC-FPD (FPD = Flame Photometric Detector)"
analysmetod_tx	64_LFGB_L_17_00_4	§64 LFGB L 17.00-4  Testing of foods - Determination of the total fat content in bread including biscuits of bread dough. (Untersuchung von Lebensmitteln - Bestimmung des Gesamtfettgehaltes in Brot einschließlich - Kleingebäck aus Brotteigen nach Säureaufschluss mittels Extraktion und Gravimetrie)Untersuchungsparameter: Fett, GesamtfettgehaltVerfahrensprinzipien: Säureaufschluss mittels Extraktion, Gravimetrie
analysmetod_tx	ACES_BFR	Bromanalys5 (ACES) - Brominated substances were analyzed on a GC using a 30 m x 0.25 mm, film thickness 0.25 µm TG5SilMS column connected to a mass spectrometer operating in electron capture negative ionization mode (NICI). Ammonia was used as the reaction gas and the mass fragments monitored were m/z 79 and 81 (Sellström et al., 1998)
analysmetod_tx	ACES_CLC	GC/ECD-PCB/OCP3 (ACES) - Chlorinated substances , e.g. PCBs (PCB-28, -52, -101, -118, -153, -138+163, -180), HCB, pp'-DDT ((1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane) and its breakdown products  pp'-DDE ((1,1'-(2,2-Dichloro-1,1-ethenediyl)bis(4-chlorobenzene)) and pp'-DDD ((1,1'-(2,2-Dichloro-1,1-ethanediyl)bis(4-chlorobenzene)) as well as the insecticide γ-HCH  (hexachlorocyclohexane, Lindane) and its α- and β-isomers were analyzed on a gas chromatograph equipped with two EC-detectors. Two fused capillary columns were used in parallel: 60 m x 0.25 mm, film thickness 0.25 µm TG5MS respectively DB1701. Helium was used as carrier gas and Argon/Methane as make-up gas (Eriksson et al. 1997)
analysmetod_tx	ACES_PFAS	UPLC-MS/MS (ACES) - Ultra performance liquid chromatography - tandem mass spectrometer - After extraction, the extract was transferred to an Eppendorf tube with ENVI-Carb and glacial acetic acid and vortex mixed. The extracts were centrifuged and transferred to a new Eppendorf tube. RSTD solution and NH4OAc in water was added. Extracts were warmed to room temperature, vortex mixed and centrifuged before transferred to auto sampler vial for UPLC-MS/MS analysis
analysmetod_tx	ALDERSBEST_FISK	Åldersbestämning av fisk. Metod baserad på ”Metodhandbok för åldersbestämning av fisk”, Instutitionen för akvatiska resurser, SLU
analysmetod_tx	ALS_B_DFHMS02	"ALS B-DFHMS02 - ALS analysmetod för bestämning av polykorerade dibensodioxiner och dibensofuraner (PCDD och PCDF) i biota. Analys enligt US EPA 1613B och SS EN 16190 med HR GC-MS. ""Determination of PCDD/Fs in enviro samples by isotope dilution method with the use of HRGC-HRMS. The procedure fulfils the conditions and requrements of the EPA 1613. Analysis includes spiking sample with 13C12 labeled extraction std., specific extraction method (toluen) by matrix ( including acid decomposition in the case of ash/slag samples), cleanup of a raw extract, fractionation and HRGC-HRMS measurement after addition of 13C12 labeled injection standard."""
analysmetod_tx	ALS_B_GCMS_10_GBA	"ALS B-GCMS-10/GBA - ALS analysmetod för bestämning av organofosfater och organofosfor-flamskyddsmedel i biota efter lösningsmedelsextraktion och mätning med GC-MS enligt PI-MA-M 03-079 2019-09. ""Samples are cold-extracted with hexane, acetone and methyl-tert-butyl ether (MTBE). The extract is measured with GC-MSD."""
analysmetod_tx	ALS_B_PCBHMS02	"ALS B-PCBHMS02 - ALS analysmetod för bestämning av dioxinlika PCB-kongener i biota. Analys enligt metod baserad på US EPA 1668A och SS-EN 16190. Mätning utförs med GC-HRMS. TEQ beräknas som summa toxiska ekvivalenter enligt WHO 2005 alternativt I-TEQ. ""Determination of indicator and dioxin-like PCBs in enviro samples by isotope dilution method with the use of HRGC-HRMS. SOP fullfills the conditions and requirements of the EPA 1668. Analysis includes spiking sample with 13C12 extraction std., specific extraction method by matrix, cleanup of a raw extract, fractionation and HRGC-HRMS measurement after addition of injection standard. Part of this procedure is moisture content determination in the case of solid samples."""
analysmetod_tx	ALS_B_PCBHMS04	"ALS B-PCBHMS04 - ALS analysmetod för bestämning av PCB i biota. Analys enligt metod baserad på US EPA 1668A och SS-EN 16190. Mätning utförs med GC-HRMS. TEQ beräknas som summa toxiska ekvivalenter enligt WHO 2005 alternativt I-TEQ. ""Determination of indicator and dioxin-like PCBs in enviro samples by isotope dilution method with the use of HRGC-HRMS. SOP fullfills the conditions and requirements of the EPA 1668. Analysis includes spiking sample with 13C12 extraction std., specific extraction method by matrix, cleanup of a raw extract, fractionation and HRGC-HRMS measurement after addition of injection standard. Part of this procedure is moisture content determination in the case of solid samples."""
analysmetod_tx	ALS_GLYFOSAT_AMPA	ALS: GLYFOSAT och AMPA - ALS analyspaket för bestämning av Glyfosat och Aminometylfosfonsyra (AMPA) i vatten. Analys utförs med LC-MS-MS
analysmetod_tx	ALS_M4	ALS-M4 - ALS analyspaket för bestämning av 10 metaller i biota med ICP-SFMS
analysmetod_tx	ALS_OB_2	ALS analyspaket OB-2a. Bestämning av PCB i biota med GC-MS
analysmetod_tx	ALS_OB_3A	ALS analyspaket OB-3a. Bestämning av klorerade pesticider i biota med GC-MS
analysmetod_tx	ALS_OB_4A	ALS-OB-4A - ALS analyspaket för bestämning av ftalater. Mätning utförs med GC-MS
analysmetod_tx	ALS_OJ_19A3Q	OJ-19a3Q Tennorganiska föreningar (3) (TBT låg rapp.gräns) i jord, slam och sediment. Bestämning av MBT, DBT, TBT. LOQ TBT=0,2 µg/kg TS. Analys enligt egen metod. Mätning med GC-ICP-SFMS
analysmetod_tx	ALS_OJ_1_OXY_PAH	ALS OJ-1 Oxy-PAH - ALS analyspaket för bestämning av 9 Oxy-PAH (9-Fluorenon, 9,10-Antrakinon, 2-Metylantrakinon, 4H-Cyklopenta[def]fenantren-4-on, Benso[a]fluorenon, Bensantron, Bens[a]antracen-7,12-dion, 5,12-Naftacenkinon, 6H-Benzo[cd]pyren-6-on) i jord, slam och sediment. Mätningen utförs med GC-MS
analysmetod_tx	ALS_OJ_20C	ALS Paket OJ-20C: Bestämning av oljeindex enligt metod CSN EN 14039 och TNRCC metod 1006. Mätning utförs med GC-FID.
analysmetod_tx	ALS_OV-21A_SPIMFAB	ALS Paket OV-21A: Bestämning av alifatfraktioner och aromatfraktioner. Bestämning av bensen, toluen, etylbensen och xylen (BTEX).Bestämning av polycykliska aromatiska kolväten, PAH (16 föreningar enligt EPA). Mätning utförs med GCMS enligt ALS interna instruktioner TKI74 och TKI41a som är baserade på SPIMFABs kvalitetsmanual.
analysmetod_tx	ALS_OV_2A	ALS Paket OV-2a: Bestämning av PCB7 i vatten enligt metod baserad på DIN 38407-3 och US EPA 8082. Mätning utförs med GC-ECD
analysmetod_tx	ALS_OV_3D	ALS analyspaket 3-d: Bestämning i vatten av Glyfosat och Aminometylfosfonsyra (AMPA). Analys utförs med LC-MS-MS
analysmetod_tx	ALS_OV_PFAS_SPE	ALS OV-PFAS-SPE - ALS analysmetod för bestämning av PFAS i vatten enligt US EPA 533. ISTD (intern standard) tillsätts provet som därefter upparbetas med fast-fas-extraktion (SPE), PFAS extraheras med MeOH (metanol) för att sedan indunstas och därefter injiceras provet på instrumentet (LC-MS-MS)
analysmetod_tx	ALS_PRIO	ALS interna metod för PRIO. Analys av PRIO-ämnen i  ytvatten (Prioriterade ämnen enligt EU:s Water Frame Directive, WFD). Analys utförs med GC-MS, GC-MS-MS, GC-MS-MS-NCI eller LC-MS
analysmetod_tx	ALS_PSO_1	ALS analyspaket PSO-1  Bestämning i vatten av PAH (EPA-PAH, 15 st) med passiv provtagning och analys med HPLC-Fl/DAD och GC-MS. För bestämning av de tyngre PAHerna, används HPLC med fluorescens-detektor. För bestämning av de lättare PAHerna används GC-MS
analysmetod_tx	ALS_PSO_11	ALS analyspaket PSO-11 Bestämning i vatten av tributyltenn med passiv provtagning och analys med gaskromatograf med atomemissionsdetektor (GC_AED) enligt en modifiering av metoden: (EN ISO 17353 - Water quality — Determination of selected organotin compounds — Gas chromatographic method)
analysmetod_tx	ALS_PSO_12	ALS analyspaket PSO-12  Bestämning i vatten av nonylfenol och oktylfenol med passiv provtagning och analys med GC-MS-MS
analysmetod_tx	ALS_PSO_2	ALS analyspaket PSO-2  Bestämning i vatten av PCB 7 med passiv provtagning och analys med GC-ECD enligt en modifiering av metoden: (US EPA 1668 Determination of the toxic polychlorinated biphenyls (PCBs) in water, soil, sediment, sludge, tissue, and other sample matrices by isotope dilution and internal standard high-resolution gas chromatography/high-resolution mass spectrometry, HRGC/HRMS)
analysmetod_tx	ALS_PSO_3	ALS analyspaket PSO-3 Bestämning i vatten av klorerade pesticider med passiv provtagning och analys med GC-MS/MS
analysmetod_tx	ALS_PSO_5	ALS analyspaket PSO-5 Bestämning i vatten av bromerade flamskyddsmedel med passiv provtagning och analys med GC-MS/MS
analysmetod_tx	ALS_SFA	ALS interna metod för mätning av SFÄ. Analys av SFÄ, Särskilt Förorenande Ämnen i vatten enligt HaV (Havs och vattenmyndigheten). Analys utförs med GC-MS-MS, GC-MS-MS-NCI, LC-MS
analysmetod_tx	ALS_S_AEOGMS01	"ALS S-AEOGMS01 - ALS analysmetod för bestämning av alkylfenoler och alkylfenoletoxylater enligt metod baserad på European Standard BT WI CSS99040. Mätning utförs med GC-MS eller GC-MS/MS. ""Alkylphenols and alkylphenol ethoxylates are extracted from the sample by an acetone/n-hexane mixture. The extracts are derivatised with MSTFA (silanisation) and determined by the gas chromatography with mass detection. The method is based on document European Standard BT WI CSS99040. The mixture of isomers (nonylphenol and nonylphenol mono- and diethoxylates) are identified by the fingerprint method. The quantification of the method is based on external calibration with subsequent correction to yield of surrogate standard."""
analysmetod_tx	ALS_S_CLPGMS01	"ALS S-CLPGMS01 - ALS analysmetod för bestämning av klorfenoler i jord, slam och sediment enligt metod baserad på US EPA 8041, US EPA 3500 and DIN ISO 14154. Mätning utförs med GC-MS. ""The method is based on extraction (acetone + hexane, K2CO3) of analytes from the sample into an organic solvent and a subsequent extraction into alkaline solution. Analytes in the alkaline solution are derivated to acetates that are subsequently transferred into non-polar organic solvent (hexane). The extract is analysed by gas chromatography with mass detection in SIM or GC-ECD regime. The quantification is performed by the method of internal standard with follow-up correction to yield of extraction standards."""
